MsgID.GLOBAL_POSITION,1521367561.9534914,-122.3957520,37.7932818,0.0990000
MsgID.LOCAL_VELOCITY,1521367561.9534914,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521367561.9540920,0.0020502,-0.0540580,-0.0997750
MsgID.LOCAL_VELOCITY,1521367561.9540920,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1521367561.9545445,-122.3957525,37.7932812,0.0710000
MsgID.LOCAL_VELOCITY,1521367561.9545445,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521367561.9549649,-0.0709809,-0.1041218,-0.0711273
MsgID.LOCAL_VELOCITY,1521367561.9549649,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1521367561.9557078,False,False
MsgID.GLOBAL_HOME,1521367561.9571066,-122.3957514,37.7932818,0.0000000
MsgID.GLOBAL_POSITION,1521367561.9574966,-122.3957510,37.7932805,0.0380000
MsgID.LOCAL_VELOCITY,1521367561.9574966,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521367561.9582343,-0.1473364,0.0276292,-0.0383592
MsgID.LOCAL_VELOCITY,1521367561.9582343,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1521367561.9586499,-122.3957515,37.7932801,0.0040000
MsgID.LOCAL_VELOCITY,1521367561.9586499,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521367561.9590507,-0.1899767,-0.0087544,-0.0043556
MsgID.LOCAL_VELOCITY,1521367561.9590507,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1521367561.9594471,-122.3957515,37.7932805,-0.0270000
MsgID.LOCAL_VELOCITY,1521367561.9594471,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521367561.9598405,-0.1393490,-0.0097996,0.0274292
MsgID.LOCAL_VELOCITY,1521367561.9598405,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1521367561.9602375,-122.3957515,37.7932808,-0.0520000
MsgID.LOCAL_VELOCITY,1521367561.9602375,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521367561.9606295,-0.1125994,-0.0100583,0.0526141
MsgID.LOCAL_VELOCITY,1521367561.9606295,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1521367561.9612420,False,False
MsgID.GLOBAL_HOME,1521367561.9621325,-122.3957514,37.7932818,0.0000000
MsgID.GLOBAL_POSITION,1521367561.9624901,-122.3957515,37.7932827,-0.0660000
MsgID.LOCAL_VELOCITY,1521367561.9624901,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521367561.9629076,0.1023742,-0.0097582,0.0660950
MsgID.LOCAL_VELOCITY,1521367561.9629076,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1521367561.9633646,-122.3957511,37.7932822,-0.0620000
MsgID.LOCAL_VELOCITY,1521367561.9633646,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521367561.9637749,0.0469606,0.0270290,0.0620779
MsgID.LOCAL_VELOCITY,1521367561.9637749,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1521367562.1233480,-122.3957511,37.7932817,0.0520000
MsgID.LOCAL_VELOCITY,1521367562.1233480,0.0000000,0.0000000,-1.2700000
MsgID.LOCAL_POSITION,1521367562.1239023,0.0195638,0.0719126,-0.0536577
MsgID.LOCAL_VELOCITY,1521367562.1239023,0.0001667,0.0011373,-1.2833283
MsgID.GLOBAL_POSITION,1521367562.3737416,-122.3957518,37.7932817,0.6930000
MsgID.LOCAL_VELOCITY,1521367562.3737416,0.0000000,0.0000000,-3.4100000
MsgID.LOCAL_POSITION,1521367562.3742626,0.0248413,0.0077756,-0.6950927
MsgID.LOCAL_VELOCITY,1521367562.3742626,0.0079786,0.0050003,-3.4162281
MsgID.STATE,1521367562.6162817,True,True
MsgID.GLOBAL_HOME,1521367562.6166461,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1521367562.6224291,-122.3957533,37.7932819,1.7610000
MsgID.LOCAL_VELOCITY,1521367562.6224291,0.0000000,0.0100000,-4.3800000
MsgID.LOCAL_POSITION,1521367562.6653209,0.0407061,-0.1279076,-1.7610596
MsgID.LOCAL_VELOCITY,1521367562.6653209,0.0090184,0.0146100,-4.3831468
MsgID.GLOBAL_POSITION,1521367562.8731036,-122.3957530,37.7932815,2.9390000
MsgID.LOCAL_VELOCITY,1521367562.8731036,0.0000000,0.0300000,-4.6000000
MsgID.LOCAL_POSITION,1521367562.8738897,0.0019010,-0.0953631,-2.9418583
MsgID.LOCAL_VELOCITY,1521367562.8738897,0.0033203,0.0313582,-4.6067958
MsgID.GLOBAL_POSITION,1521367563.1219342,-122.3957514,37.7932817,4.1870000
MsgID.LOCAL_VELOCITY,1521367563.1219342,0.0000000,0.0300000,-4.7300000
MsgID.LOCAL_POSITION,1521367563.1223130,0.0247831,0.0416654,-4.1876907
MsgID.LOCAL_VELOCITY,1521367563.1223130,0.0053149,0.0322952,-4.7332296
MsgID.GLOBAL_POSITION,1521367563.3741498,-122.3957512,37.7932817,5.2400000
MsgID.LOCAL_VELOCITY,1521367563.3741498,0.0000000,0.0200000,-3.2100000
MsgID.LOCAL_POSITION,1521367563.3746827,0.0252164,0.0612749,-5.2402883
MsgID.LOCAL_VELOCITY,1521367563.3746827,0.0056512,0.0258288,-3.2102873
MsgID.STATE,1521367563.6144125,True,True
MsgID.GLOBAL_HOME,1521367563.6164095,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1521367563.6574769,-122.3957510,37.7932826,5.7310000
MsgID.LOCAL_VELOCITY,1521367563.6574769,0.0000000,0.0200000,-0.5700000
MsgID.LOCAL_POSITION,1521367563.6583242,0.1229664,0.0820744,-5.7313137
MsgID.LOCAL_VELOCITY,1521367563.6583242,0.0053008,0.0242276,-0.5787420
MsgID.GLOBAL_POSITION,1521367563.8728154,-122.3957493,37.7932824,5.5930000
MsgID.LOCAL_VELOCITY,1521367563.8728154,0.0000000,0.3000000,1.3000000
MsgID.LOCAL_POSITION,1521367563.8733897,0.0977754,0.2311893,-5.5926867
MsgID.LOCAL_VELOCITY,1521367563.8733897,0.0037005,0.3044110,1.3047359
MsgID.GLOBAL_POSITION,1521367564.1241732,-122.3957467,37.7932806,5.1430000
MsgID.LOCAL_VELOCITY,1521367564.1241732,0.0000000,1.2300000,1.8800000
MsgID.LOCAL_POSITION,1521367564.1243970,-0.1030537,0.4627987,-5.1438298
MsgID.LOCAL_VELOCITY,1521367564.1243970,-0.0003775,1.2378758,1.8843558
MsgID.GLOBAL_POSITION,1521367564.3726335,-122.3957419,37.7932821,4.8070000
MsgID.LOCAL_VELOCITY,1521367564.3726335,0.0000000,3.1700000,0.4100000
MsgID.LOCAL_POSITION,1521367564.3734980,0.0624628,0.8952838,-4.8073330
MsgID.LOCAL_VELOCITY,1521367564.3734980,0.0039853,3.1787639,0.4101408
MsgID.STATE,1521367564.6157067,True,True
MsgID.GLOBAL_HOME,1521367564.6177864,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1521367564.6614985,-122.3957306,37.7932834,4.8710000
MsgID.LOCAL_VELOCITY,1521367564.6614985,0.0000000,5.0800000,-1.0300000
MsgID.LOCAL_POSITION,1521367564.6620357,0.2120046,1.8961440,-4.8718290
MsgID.LOCAL_VELOCITY,1521367564.6620357,-0.0037440,5.0896297,-1.0323062
MsgID.GLOBAL_POSITION,1521367564.8741128,-122.3957155,37.7932826,5.0180000
MsgID.LOCAL_VELOCITY,1521367564.8741128,-0.0100000,5.7200000,-0.3400000
MsgID.LOCAL_POSITION,1521367564.8749738,0.1172038,3.2421832,-5.0184636
MsgID.LOCAL_VELOCITY,1521367564.8749738,-0.0166378,5.7293015,-0.3458365
MsgID.GLOBAL_POSITION,1521367565.1232605,-122.3956984,37.7932816,4.9930000
MsgID.LOCAL_VELOCITY,1521367565.1232605,-0.0200000,6.4600000,0.0600000
MsgID.LOCAL_POSITION,1521367565.1245065,0.0139629,4.7603722,-4.9934316
MsgID.LOCAL_VELOCITY,1521367565.1245065,-0.0211700,6.4668450,0.0691690
MsgID.GLOBAL_POSITION,1521367565.3750370,-122.3956781,37.7932815,4.9640000
MsgID.LOCAL_VELOCITY,1521367565.3750370,-0.0100000,7.4600000,-0.1100000
MsgID.LOCAL_POSITION,1521367565.3755827,-0.0014427,6.5568500,-4.9648929
MsgID.LOCAL_VELOCITY,1521367565.3755827,-0.0130984,7.4602308,-0.1124550
MsgID.STATE,1521367565.6170499,True,True
MsgID.GLOBAL_HOME,1521367565.6191695,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1521367565.6613357,-122.3956553,37.7932830,4.9890000
MsgID.LOCAL_VELOCITY,1521367565.6613357,0.0000000,8.2500000,-0.1000000
